nama_pengguna,rating,tanggal,ulasan
Nofi Nopi,1,2026-03-13 13:53:13,loging sering keluar putih aja jadi susah
Bondan Somantri,5,2026-03-13 13:51:03,mantap sekali no kendala respon cepet wussh wushh
Eka Eka,5,2026-03-13 13:48:30,sangat membantu untuk mempermudah segala urusan
Risa Harimudin Gita,5,2026-03-13 13:46:30,baik baik baik !bbbbbbbbbbbb
Asep Sudarajat,5,2026-03-13 13:45:42,mantapzz transaksi jadi mudah
Jonanda Harahap,1,2026-03-13 13:19:44,Tagihan belum tanggalnya sudah pemotongan
Midia chanel,5,2026-03-13 13:17:57,mata melindungi keamanan nasabah
Anfebciora Radja,5,2026-03-13 13:15:00,praktis anti ribet👏👍
Mahfuri 123,5,2026-03-13 13:12:21,sangat membantu dan mudah dalam transaksi👍👍
Abu Akrom,5,2026-03-13 12:59:16,"Alhamdulillah hingga sampai saat ini , menggunakan aplikasi ini berjalan lancar"
Fillian josua Matindas,5,2026-03-13 12:58:00,nice👍👍👍
Dody Rismana,5,2026-03-13 12:47:22,aplikasi mudah digunakan dan proses antar menu cepat dapat diakses.
Randy Fareza,5,2026-03-13 12:41:11,"cepat dan lancar ,"
Farel Budiawan,5,2026-03-13 12:38:19,Aman
Retno Rahayu,5,2026-03-13 12:36:15,cepat no ribet👍
Embay Aprilia,5,2026-03-13 12:30:25,dengan menggunakan fitur brimo sngt memudahkan banget untuk transaksi di rmh tanpa harus keluar rumah 👍🤩
Lilik Haryono,5,2026-03-13 12:24:25,sering ngelag
Muhammad Yusuf,5,2026-03-13 12:23:18,"mudah, cepat, aman dan terpercaya"
Kumara Aida,5,2026-03-13 12:21:41,udh bisa.
Al Hamied,5,2026-03-13 12:13:54,bagus..sangat membantu..
Mas Boy,5,2026-03-13 12:13:34,sgt jos jis
Nuni Setiawati,5,2026-03-13 12:09:14,keren.. sangat memudahkan. keamanan nya juga bagus bgt
dwita armani,4,2026-03-13 12:07:36,"brimo,segala transaksi cepet dan mudah"
Suparman,3,2026-03-13 12:07:27,"kenapa setiap mau masuk brimo tdk bisa login,selalu muncul layar putih,nanti aplikasi brimonya di hapus dlu baru di download ulang lalu mengikuti langkah"" verifikasi ktp baru bisa,setelah 2 dan 3 hari mau di buka tdk bisa lagi dan kembali layar putih,sdh beberapa kali hapus download aplikasi brimo masi saja begitu"
Anie Marlina,5,2026-03-13 12:03:00,"Petama kalinya pakai Brimo utk bayar di Shopee ternyata langsung lancar 😀🤩👍, sebelum punya Brimo biasanya saya harus antri lama di ATM 🤔"
Rusdi Anto,5,2026-03-13 11:55:32,cepat lancar aman dan mudah
Muhammad Nurdin,1,2026-03-13 11:54:19,"mau daftar Brimo gak bisa terus udah ratusan kali gagal di verifikasi wajah, hadeh niat gak si bikin aplikasi???"
ALDY FLORES,5,2026-03-13 11:44:44,sangat baik terimakasih
Rochma Dahlan,5,2026-03-13 11:42:11,"semoga bisa bertahan, sampai sini masih lancar saja"
Robet David,3,2026-03-13 11:40:51,"knp pas login layar nya putih semua udh di lakukan beberapa cara tp ttp sama , apa kan ada sulusi nya"
Randy,5,2026-03-13 11:35:55,mantapo
Randy Mamusung,5,2026-03-13 11:33:24,"Perbaiki verifikasi ktp nya, susah sekali padahal hasil scan bagus, malah muncul wajah buram, atau ktp terpotong, atau kadang tidak valid. Setidak nya kalo logic verifikasi gak bener, bikin aja alternatif verifikasi wajah, kan lebih mudah..."
Mikayla nur Hafizah,5,2026-03-13 11:31:14,"knpa setiap saya mau login selalu muncul layar putih saja, saya harus selalu uninstall dan instal ulang lagi agar bisa login.. knpa ya ko sering banget begini jadi susah buat login kalau lagi di butuhin banget"
Adam Ihza,5,2026-03-13 11:27:56,sangan membantu sekali
Aizar Najmi,5,2026-03-13 11:23:37,oke sekali
Muhamad adi yusuf,5,2026-03-13 11:19:00,aplikasi bagus dan bermanfaat. mudah di gunakan untuk kebutuhan 👍👍
oglex prant,2,2026-03-13 11:14:36,"aplikasi sering eror,setiap masuk aplikasi selalu layar putih sudah coba hapus aplikasi & donlod ulang lok in hapus cache hasil tetap sama hanya bisa normal 1-2 hari,setelahnya mau masuk apl layar putih lagi"
Lindri Lin,5,2026-03-13 11:05:23,semoga selalu amanah
Oceng K,1,2026-03-13 11:05:12,susah instalasi dan pemakaian
arnold nusa,5,2026-03-13 11:01:35,"bagus,, memudahkan u bertransaksi"
Joker Nouget,1,2026-03-13 11:00:22,tidak buka membuka aplikasi
Fatoni Irawan,5,2026-03-13 10:55:04,pengiriman sudah sangt cepat dan mudah
Leo Ginting,1,2026-03-13 10:50:28,tolong lah di perbaiki brimo sering mogok makin lama brimo makin amsiong
ABDUL HAMID,5,2026-03-13 10:43:00,kalau ada brimo semua nya jadi modah asal ada uanga nya
Imran Kinawa23,1,2026-03-13 10:41:49,sering ada potongan gak tau potongan apa
Ahmad rama Yuda,5,2026-03-13 10:36:22,kelasss
Kusno,4,2026-03-13 10:12:18,jelek piye
Ahmad Attamimi,1,2026-03-13 10:11:53,"bri parah sering gangguan, penyeleasian pengaduan lambat"
Zon aswat Aswat,2,2026-03-13 10:05:10,Brimo asayasering gak bisa login.. muncul warna putih.. di afdet lagi selang waktu muncul warna putih lagi.... gmn ni...🙏
Salmatia Waode,5,2026-03-13 09:56:57,sangat memuaskhn
umeidina syahri,5,2026-03-13 09:50:09,BRImo keren
Neng Sumarni,5,2026-03-13 09:45:03,"Alhamdulillah lebih praktis bertransaksi,tidak harus keluar 🏡"
Angga Sasmita,1,2026-03-13 09:32:47,Status sudah selesai tapi dana tidak kunjung kembali sangat buruk
Agusto295199 Agustinus,5,2026-03-13 09:32:01,Mantap 👍🏽👍🏽👍🏽
Ari Wibowo,5,2026-03-13 09:31:41,memudahkan urusan transfer dll
Hartini Bandiono,5,2026-03-13 09:27:37,okee banget
Indra Hutomo,5,2026-03-13 09:22:41,sangat baik & mudah untuk digunakan
Yulizar Anwar,2,2026-03-13 09:20:09,"ini aplikasi kenapa kok setiap login layar biru tiba-tiba menjadi putih,setiap mau transaksi harus instal ulang,"
Armutia SE,5,2026-03-13 09:14:34,super app
K Rim Aby,5,2026-03-13 09:07:14,sangat membantu berbagai keperluan
dik pur,5,2026-03-13 09:04:02,"selalu minta update, apa hpnya RAMnya kurang besar"
Listiana,4,2026-03-13 09:02:34,permisi mau tanya saya mau daftar udah masukin data lengkap tpi kembali lagi harus daftar dari awal
Sapi Anakan,1,2026-03-13 08:59:59,"sekarang brimo semakin jelek, gak bisa di buka"
AnnurRahman Anca,4,2026-03-13 08:49:37,"saya kasi 4 bintang,krna setiap sya buka aplikasi harus login mengisi data terus bukan langsung email dan sandi"
rusnah ahmad,5,2026-03-13 08:49:23,aku sudah punya
Irgi Arsy,5,2026-03-13 08:45:05,mudah dan aman nyaman memakainya
anaknya mamak,5,2026-03-13 08:43:19,aplikasi terpercaya
Ruslani,2,2026-03-13 08:43:10,mohon di perbaiki lagi aplikasinya sering error..ga bisa ke buka..mau masuk harus hapus aplikasi dan download lagi aplikasinya ...ini gimana
Siti Fatimah,1,2026-03-13 08:37:42,"disuruh ke bank terus, hari gini masih ribet mau ke bank, sementara mobile banking yg lain semua bisa dan mudah untuk buat baru"
Sandra Hanubun,5,2026-03-13 08:32:58,"Keren, pemakaian mudah"
Lius Manek,5,2026-03-13 08:30:04,"bagus dan mudah, semoga semakin sukses"
beben anjay,1,2026-03-13 08:25:26,"makin kesini bayak bug, pas buka aplikasi putih semua blank,mau transaksi juga ribet kalo mau pake aplikasi ini , harus hapus data login lagi jadi ribet kan"
Andi Setiawan,5,2026-03-13 08:19:55,kenapa ya waktu buka aplikasi brimo selalu ngebleng putih walaupun udah di hapus sampah udah di perbarui tolong dong brimo di baikin lagi
Bain Arbain,5,2026-03-13 08:15:29,semangat membantu
Sri Wahyuni,2,2026-03-13 08:11:47,"ini knp seh brimo sekarang ngga nyaman bgt ...mau login putih trs ngga kaya dulu tolonglah perbaiki brimo ini supaya mau tf nyaman ngga dikit"".instal... lama"" bosen tau di saat penting harus login lagi"" 😩"
lilik arianto,5,2026-03-13 08:11:32,sebagai nasabah prioritas saya ucapkan terimakasih BRI. (prioritas pinjaman nya)
Tedi Setiadi,5,2026-03-13 08:10:19,semua aman tertangani
Firdhan Afifi,5,2026-03-13 08:09:01,Pelayanan cepat dan oke banget👍
Erick Kadjan,3,2026-03-13 08:08:15,kenapa mutasi transaksi gak bisa di screnshot ???.
Hopes Pekalongan,5,2026-03-13 08:08:13,Mantap luar biasa tidak perlu ke luar rumah.
Iswa Yudi,5,2026-03-13 08:05:29,baik & bagus
Lionie Ekayanthie,5,2026-03-13 08:02:43,pengaplikasian nya gampang dan mudah
Anis Djannong,5,2026-03-13 08:02:10,msh kerenn
Neyha Neyhong,5,2026-03-13 07:57:27,"bagus,cepat,mudah"
Suroto KakekHana,5,2026-03-13 07:53:43,"Layanan paling mudah digunakan dan banyak kegunaan buat kebutuhan transaksi, semoga selalu ada kemajuan dan kenyamanan bagi pengguna."
kotaro minami,1,2026-03-13 07:47:13,"susah banget daftar nya, d foto ktp enggak bisa terus. padahal buat liat transaksi biar lebih mudah malah susah banget daftar nya.."
Suraeji,5,2026-03-13 07:45:28,sering nggk bisa di buka.timbul layar putih saja. sdh di bawa petugas bank bisa nanti nggk bisa lagi berulang sudah.
Dhewie Kartika,5,2026-03-13 07:41:03,trimakasih brimo dgn aplikasi ini aku lbh mudah bertransaksi
Hairunissa Saimima,5,2026-03-13 07:34:40,Aplikasi Brimo sangat membantu dalam segala suasana..🤗
kisah unik misteri dan ghaib,5,2026-03-13 07:15:03,ok.siip
Shofa Muklis,5,2026-03-13 07:12:40,Mantap sekali 👍👍👍
Ana Mufida,5,2026-03-13 07:08:00,sangat memuaskan sat set
maspram ingame,1,2026-03-13 06:55:08,kurangin Minimal Saldo Bersih Emas. dari 0.05g jadi 0.01g. makasih
Darodji Roji,3,2026-03-13 06:53:48,bagus puas
Putri Rofiah,5,2026-03-13 06:49:11,pembayaran menjadi lebih mudah dari tempat manapun
Yusri Anto,5,2026-03-13 06:08:02,"permisi bos kenapa BRI mo sekarang mentok warna putih terus langsung keluar,mohon solusinya dong"
SITI ASIYAH,5,2026-03-13 06:07:32,puas dehhh
MASC Arief,5,2026-03-13 06:07:27,mengelola keuangan semakin mudah
Kezia Angelica,5,2026-03-13 06:06:13,sangat bermanfaat dan membantu banget.
Rizkiero Fadill,5,2026-03-13 05:57:57,Lumayan
Sripuji Astuti,5,2026-03-13 05:54:26,cepet dan akurat
ika ika,1,2026-03-13 05:50:41,"setelah di update ngggaa bisa dibuka.uninstal lagi di downlod lg,tp apa giliran di downlod lg bisa dibuka cm bbrp hari,setelah itu ng ga bisa dibuka lg.tolongg perbaiki sistem brimo"
Nenden Widianingsih31,5,2026-03-13 05:27:33,dgn ada nya brimo in semua JD lebih mudah dmn pun kpn pun bisa menabung atw ambil uang tanpa harus ribet.
Asti Salu,5,2026-03-13 05:26:58,sangat membantu dan mempermudah saat membutuhkan transaksi cepat
Jago Rawi,1,2026-03-13 05:23:26,"m'f semenjak pake brimo yg warna biru ini. setiap mau login, terus yg muncul ngblang lyarna putih. juga kalau mau login harus di instal lagi, lagi dan lagi. mohon solusinya."
Siti Rohanah,5,2026-03-13 05:23:06,bagus mempermudah aktipitas kami
April Thamilia,5,2026-03-13 05:08:47,Bagus sangat cepat buat transaksi...
Kavita Dera aurora,1,2026-03-13 04:42:21,"sumpah jelek banget, gua harus hapus download berulang buat buka aplikasi. Kalau begini terus gua mending ganti bank, karena sama sekali bikin cape dan ga membantu."
Agustini Tini,5,2026-03-13 04:41:50,muda dan cepat dlm melakukan transaksi
Moh Sholeh,4,2026-03-13 04:13:09,aplikasinya buruk tidak membantu wajib perbaiki lagi brimo mongkar tidak bagus
sudirman sudi,5,2026-03-13 03:50:50,sangat memuaskan saat melakukannya transaksi
Nur Fani,5,2026-03-13 03:34:00,Terbaik BRImo👍👍👍
Denz Dasya,5,2026-03-13 03:33:34,kenpa tidak bisa login ke brimo.. di coba lupa password juga tetap sama..
Isabella,5,2026-03-13 03:31:08,transaksi secepat kilat. good job
Syamsuni,5,2026-03-13 03:29:23,brimo sangat membantu saya dalam sehari2 dibidang keuangan .lebih mudah dan cepat .termakasih BRI
epen yesaya,5,2026-03-13 01:18:03,Sangat membantu sekali menggunakan BRImo
Fharis Shihab,1,2026-03-13 01:16:57,"emang pelayanan,aplikasi brimo jelek...susah login..sering kejadian..harus di hapus lalu download ulang,baru bs digunakan...."
fiirin Firin,2,2026-03-13 01:00:56,"kenapa brimo berubah setiap kali mau transaksi masuk di apk brimo nya harus verivikasi dulu poto ktp,dan poto wjah menjengkel kan aturan nya."
Didik Susilo,4,2026-03-13 00:57:43,mudah aman juga terpercaya
putraponcoljaya putraponcoljaya,1,2026-03-13 00:42:13,aplikasi DaNcOoooX ribet amat mau login wedos
Govinda,1,2026-03-13 00:12:25,"Layanan online brimo masih kurang Mintak bantuan untuk memperbaiki akun yg lupa harus memakai TLP berbayar tidak bisa menggunakan data internet online,Sudah menghubungi menggunakan pls berbayar pun tidak menjamin masalah akan selesai"
marfelinazahrani khoirunnisa,4,2026-03-13 00:11:34,"tambahan biaya admin menguras uang saya, lumayan 2rb😞"
Junet Ali,1,2026-03-13 00:07:02,tiap kali pakai qriss gangguan terus
Nofrendi Gaulzt,4,2026-03-12 23:56:05,baru nyoba pertama kali
Bikin Akunn,5,2026-03-12 23:54:25,jos mntap jiwa
Yedhe Pratama,5,2026-03-12 23:39:41,sip aman.
Manro Purba,4,2026-03-12 23:32:08,Tolong BRI konsekuen dalam menjalankan kewajiban termasuk memberikan hak nasabah atas asuransi yang telah saya ajukan.
Jamaluddin Bustam,2,2026-03-12 23:30:32,"respon notif pemberitahuan transaksinya lemot sekali, nunggu 2-4 jam 🤦"
Hendrik • M,5,2026-03-12 23:29:19,bagus mudah di gunakan Aman
Kelvin Purba,2,2026-03-12 23:23:38,"kenapa yah setiap saya login ke brimo selalu minta verifikasi,apakah karena login baru""itu makanya jadi di minta verifikasi,minta tolong solusinya nya supaya kalau login tidak di minta verifikasi nya🙏🙏"
"BaLuse Ana,a",1,2026-03-12 23:20:26,"tolong di perbaiki , kendala saat di buka ngeblank putih saja"
Ahmad Alwan,4,2026-03-12 23:17:09,cepat tepat dan hemat waktu
GSX 150 Biru,5,2026-03-12 23:10:32,mantap saya suka bangat
Siti Kholipah,4,2026-03-12 22:57:08,"halo, akhir-akhir ini saya tidak bisa membuka aplikasi brimo selalu layar putih itu kenapa yaa aku udah hapus cache, sinyal jg lancar, penyimpanan masih kosong ga penuh, knp pas masuk selalu layar putukih gitu, udah coba hapus data tp pas mau masuk lagi ga bisa malah layar putih, tolong dong ini gimana yaa lagi urgent soalnya"
Ahmad Ihsan,5,2026-03-12 22:50:13,baik dan amanah
Kang Ulul Abshor,5,2026-03-12 22:49:34,mudah di-update secara mandiri
agus shomad,5,2026-03-12 22:45:43,terimakasih aplikasi nya mudah untuk digunakan
Chusnul Chuluqiyah,5,2026-03-12 22:40:05,aplikasi ini sangatt membantu 👍🏻👍🏻
Insoraki wambrauw,1,2026-03-12 22:23:29,kenapa aplikas brimo saya pas login selalu minta verifikasi terus
Mama Fatur,5,2026-03-12 22:19:39,transaksi sukses terus
Khaerul Anam,4,2026-03-12 22:12:38,permisi knpa yah ketika mau buka aplikasi brimo selalu ngblang putih padahal udh hapus cach udh instal ulang tetap ajh ga ngaruh besok nya ngblang lg 🙏🏻
Win78 Yasin Sobri,5,2026-03-12 22:06:38,prastis cepat dan tepat
Muhammad Korik,5,2026-03-12 21:58:35,masalah saya waktu kendalanya saya tdk cek nomor batas 14 suda ada dana masuk tapi kendala saya HP macet apakah bisa nomor rekening saya di aktifkan kembali kalau bisa mohan bantuanya....?
Udin hm,4,2026-03-12 21:52:44,aplikasi bagus cuman yang saya rasain mines nya gak bisa bayar QR jam 11 malam ke atas
Adriana Chicie,5,2026-03-12 21:50:33,Sangat membantu dan sangat mudah digunakan♡♡♡♡♡❤
Nur Fatimah,5,2026-03-12 21:46:13,semoga ini menjadi langkah awal jadi OKB 😁 Orang Kaya Baru 🤲
suwarto,5,2026-03-12 21:44:27,tidak pernah berpindah kepercayaan selain bri.. pokoknya is the best
Eny prasetyowati,2,2026-03-12 21:38:26,kenapa brimo punya ku kok sering tidak bisa dibuka ya bentar bentar harus update
Arifin Alfarisy,4,2026-03-12 21:38:22,sy sudah dua hari transfer masih proses uang tidak kembali dan k pengiriman pun tidak masuk masuk bagaimana ini
Triyono Osragn,5,2026-03-12 21:35:53,mantab.. lancar sekali...
Reza NopriansaST,5,2026-03-12 21:34:49,aplikasi Brimo mantap Josht
syaf Udin,2,2026-03-12 21:25:44,"Saya sangat kecewa saat ini dengan Aplikasi Brimo,karena setiap mau login ke apliksi Brimo pasti diminta verifikasi no hp,wajah dan KTP, itu membuat saya semakin ribet,bukan nya mempermudah, kalau sekali menurut saya tidak masalah, soalnya ini berulang kali tidak mungkin pihak BRI tidak menyimpan data yang sudah diverikasi sebelumnya. masa setiap kali transaksi pas mau login, minta verifikasi 3 langkah kan lucu dan malah bikin ribet dan lama, apalagi mau transaksi ke Kedai BRiLink Terdekat."
Agan Alareqi,5,2026-03-12 21:22:22,"Sudah teratasi masalah keluar sendirinya, skarang udah bisa lagi ke buka🙏🙏maaf kata kata yg gk berkenannya.."
Ido Marpaung,4,2026-03-12 21:21:50,sangat membantu dalam melakukan transaksi
ahmadagung setyawan,5,2026-03-12 21:21:04,"sangat membantu, semua jadi mudah pakai BRI mo"
#Kadalburig 135cc,5,2026-03-12 21:09:24,sekali mau masuk aplikasi brimo slalu gak bisa muncul layar putih
burhan edukasi,1,2026-03-12 21:08:08,"masih sama saja, layar hanya putih. harus ini itu agar bisa buka. setelah keluar dan akan masuk lagi layar putih lagi,"
Santoso 1997,5,2026-03-12 21:01:53,good bgt pokonya
hasan basri,5,2026-03-12 21:01:23,mantap dan tingkatkan layanan terbaikmu
Hilda Indra,5,2026-03-12 20:54:36,"ternyata setelah saya baca review disini, kendala nya sama semua, saya sendiri juga mengalami setiap buka aplikasi brimo selalu ngeblank, layar JD putih semua, tlg dong di perbaiki, karna sudah tau kan kendalanya apa."
Eri Ragil,5,2026-03-12 20:52:55,"baru mengunakan aplikasi BRIMO,, sementara memuaskan.... smga lancar terus"
Tris Tiyanto,5,2026-03-12 20:47:31,sangat membantu kita sebagai nasabah yg membutuhkan kemudahan dalam segala transaksi yg mudah
Selalu Berkarya,4,2026-03-12 20:39:16,sangatt membantu bagi kita yang selalu lupa kartu atm
Ardilyon Sugiarto,1,2026-03-12 20:37:08,aplikasi bank kok berkualitas rendah kek gini. yg serius lah kalo bikin aplikasi. biar orang tuh GK was2 dan ngerasa aman .
Indi,5,2026-03-12 20:26:50,bagusss bangettt
Wahyunie Wahyu,5,2026-03-12 20:24:35,bagus gampng digunakan
Ken Arok,5,2026-03-12 20:18:42,Awalan yg baik buat saya
Putri ayu,5,2026-03-12 20:13:13,kenapa BRIMO SAYA SELALU MEMINTA ABDET
Firman Parlin Gejo,5,2026-03-12 19:57:50,"semoga jaringan tidak sering lemot, saya dukung BRImo semakin terdepan."
Nurul Aida,5,2026-03-12 19:57:30,"susah bangett loginnya udh brp kali di unistal tpi ttp aja susah login, klau di V-AppStore tdk bisa di download yaa"
Mayun 7888,5,2026-03-12 19:56:30,sang at memuaskan trimakasih aplikasinya🙏🙏🙏🙏🙏singkat saja tapi bernakna
Acong wes tenar,5,2026-03-12 19:56:08,susah loging selalu di temani layar putih akhirnya ku hps brimonya dan instal lagi malah dak bisa poto ktp
Purwanto Yoyok,1,2026-03-12 19:39:26,"aplikasi nya sangat amat jelek sekarang, tiap kali log in selalu verifikasi otp KTP wajah, sangat ribet dan sering NGEBUG layar putih, sangat menggangu membuat transaksi tidak nyaman"
Agus Aryogo,5,2026-03-12 19:30:19,Mantap tawwa
Ari Garek,5,2026-03-12 19:30:10,oky lah
kristina inamete,2,2026-03-12 19:21:04,selamat malam kk ketika masuk di suruh verivikasi habis verifikasi tetap aja gak bisa
Santilina Tukan,5,2026-03-12 19:05:12,untuk saat ini layanannya bagus
Obi Tobias du'a,5,2026-03-12 19:02:52,sangat berguna dan sangat puas
Lasi Man,4,2026-03-12 18:59:19,Oke top !
Zulham Armadi,5,2026-03-12 18:54:15,godd
Sumi To,1,2026-03-12 18:39:01,kok aplikasi ini makin gak bener ya ?
Yo Zel,1,2026-03-12 18:38:19,baru beberapa hari buat ko susah login y padahal sinyal bagus ..tapi koneksi internet kurang stabil aneh ni aplikasi
Dirin Dinnurdin,1,2026-03-12 18:25:55,pinjam untuk modal usaha
Ericko satria,1,2026-03-12 18:20:00,APK GAK JELAS MASA MAU VERIFIKASI WAJAH BERUBAH GELAP KAMERANYA
Suwandy Bikers,5,2026-03-12 18:13:05,"mengapa mau masuk username dan sandinya salah,padahal su dah benar."
Ifron Irawadi,5,2026-03-12 17:59:32,praktis dan simple semua jadi mudah dengan brimo..
Nur Salim,5,2026-03-12 17:43:26,sangat membantu dalam bertrasaksi bintang 5*
Abdul Fatah,5,2026-03-12 17:19:24,BRImo sangat memudahkan kita utk ber transaksi.
Adi Prasetyo,2,2026-03-12 17:15:22,"maaf kak , brimo lagi kacau susah banget di buka hanya muncul layar putih trs hilang berkali2 konfirmasi ke cs tetep aja gak berubah klo memang gak bisa di perbaiki mohon konfirmasinya klo tetep gak jelas maaf kita pindah ke sebelah aja"
Satria Satria,1,2026-03-12 17:14:18,"Aplikasi buruk, gak bisa buat login"
Max Manduapessy,5,2026-03-12 17:11:21,Memuaskan..
Wyvern Dragon,5,2026-03-12 17:10:41,"cape tiap login minta ferifikasi mulu,knp jdi gini,"
Yamin Waryana,5,2026-03-12 17:08:51,bagus segala menu komplit
